key,severity,type,component,line,message,status,author,creationDate
2a47efd3-1e4d-4f08-ba8d-6bf26ba9f744,CRITICAL,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ClubProfile/Tabs/MatchesTab.jsx,7,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
68ab39a1-ffdf-464d-8ea3-21847252219b,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ClubProfile/Tabs/MatchesTab.jsx,25,"Use <input type=""button"">, <input type=""image"">, <input type=""reset"">, <input type=""submit"">, or <button> instead of the ""button"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
72d6b40b-aee5-4f6a-a713-2f324dd609b2,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ClubProfile/Tabs/MatchesTab.jsx,36,Unexpected negated condition.,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
7d991c91-c928-4d9e-8e19-65e789ad3f4d,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/StudioWizard.jsx,29,"Use <input type=""button"">, <input type=""image"">, <input type=""reset"">, <input type=""submit"">, or <button> instead of the ""button"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
9c348ff7-8b63-4f87-952e-8213c6baa624,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/StudioWizard.jsx,40,"Use <input type=""button"">, <input type=""image"">, <input type=""reset"">, <input type=""submit"">, or <button> instead of the ""button"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
41d65ff3-b201-46bb-af10-e2976f9e4ac5,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/StudioWizard.jsx,51,"Use <input type=""button"">, <input type=""image"">, <input type=""reset"">, <input type=""submit"">, or <button> instead of the ""button"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
57ba693b-167d-4a09-b5d6-288a1ead5477,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/StudioWizard.jsx,62,"Use <input type=""button"">, <input type=""image"">, <input type=""reset"">, <input type=""submit"">, or <button> instead of the ""button"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
4d43e9ff-bac7-4dc4-9ecb-646ebd956d94,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/charts/BarChartRace.jsx,109,'data.length' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
1eb6693d-4a30-4503-8806-a8ac5d074cf5,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,380,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
5a67c288-6d50-4f67-9870-c2f12bf3b4af,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,430,Unexpected negated condition.,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
822b6812-7b99-4b07-b80a-8a1a4a0c43bf,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,508,"Use <img alt=...>, or <img alt=...> instead of the ""img"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
374801a9-f177-4e26-8572-5d9502ea5e54,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,511,Interactive elements should not be assigned non-interactive roles.,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
14ae0b1c-4c3d-4d13-abc7-ba0d395bef99,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,47,'pillar.toUpperCase' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0b01c5ea-507e-4794-910c-8e3fcc846c23,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,52,'leagueId' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
4e42b72c-0cda-42ec-b979-ded6d6dbf109,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,52,'year' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
4eaac535-a826-4e57-b798-aca95e2d2a41,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,52,'season' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
d67ac8b3-65a7-4810-b2ed-ee05407a0518,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,52,'batchQueue' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
d9430ef7-6a74-4d95-be25-db99c41f6060,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,52,'onIndicatorClick' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
88b048f5-9729-483f-b6d5-a08228d145d2,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,62,'season.status' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
1bdb2535-61db-46ca-90b1-826ecba2ae82,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,63,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
2053f60f-9790-44c6-831d-0e0204f7c7d3,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,63,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
f48c60ec-ad38-464f-bae7-06a13b3dd68f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,63,'season.status[].code' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
ae543da4-75cd-4797-972f-e7b4267f61a8,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,64,'batchQueue.some' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0b8aea83-65a8-4e5d-8e95-b9e2305fcfaa,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,84,'league' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
20fbe257-6eee-4c54-af69-37423a773a87,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,84,'years' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
2315b2c2-e365-42f9-a5ed-6cb310132b54,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,84,'isSelected' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
24d7a29d-4b37-4334-b815-02b622a7e362,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,84,'onSelect' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
503ce8e9-d315-4e7b-a573-c08e7acab36f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,84,'batchQueue' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
7e9047e9-3630-4f39-9970-14cc8caad5bd,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,84,'onIndicatorClick' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
f1cf4e71-5fcf-41a7-a45e-de77e561ae8d,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,90,'league.id' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
c30887c3-3e78-40bb-8b93-6983a59ff091,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,95,'league.logo' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
84fe386c-522d-4105-a709-8a98688437a9,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,98,'league.flag' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
5466054a-9393-4ca2-97e7-ea85f4f4253f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,99,'league.name' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
eb6ca0a8-8761-4477-9301-d6d53ab8a10e,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,101,'league.country' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
8b10f2f9-f7db-40e3-a494-7315a85c0179,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,105,'years.map' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
d9d55f04-0098-483f-b029-b2d0bc6fe4d5,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,108,'league.id' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0b5c6efc-682c-462f-8c56-6d82f1b76c72,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,110,'league.seasons' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0f1065c8-1d55-4a5f-b5ac-4a7afc9a5077,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,110,'league.seasons.find' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
8cb15bfa-b157-4d0a-a19e-b4fa1a3cf338,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,391,Handle this exception or don't catch it at all.,OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
19e044e1-332e-4af5-8b3f-43d8237638b4,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/MatchdayTape.jsx,6,Prefer `Number.parseFloat` over `parseFloat`.,OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
06a39758-fb4e-4040-9042-a52e88153365,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/MatchdayTape.jsx,7,Prefer `Number.isNaN` over `isNaN`.,OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
631b7eda-36b4-46c4-a788-c1f387edba5b,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/MatchdayTape.jsx,45,Do not use Array index in keys,OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
654a77b8-fefb-4a90-91e6-06d75ce5eab3,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,40,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
b4e5b041-41f5-450d-8e82-b27179260dec,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,40,Unexpected negated condition.,OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
331c14cf-6fb9-4094-a7fc-31cc67a038b9,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,46,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
59b6d786-0710-44b3-ae27-c49283ab9d82,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/SimHeader.jsx,5,Prefer `globalThis` over `window`.,OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
18280764-957d-40fb-accd-515cd00947f2,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/SimulationMetrics.jsx,51,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
a555711b-793c-4ade-9182-8f170f327e48,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/importControllerV3.js,49,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
b6e470a1-315c-4b06-a8be-e7463d00b35a,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/mlController.js,43,Don't use a zero fraction in the number.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
e2757fd2-61aa-442b-877d-35b751882946,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/mlController.js,43,Don't use a zero fraction in the number.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
a628ecab-77af-458e-8d2d-ad7c4c52b2a9,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/mlController.js,88,Handle this exception or don't catch it at all.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
1eee6246-a9d1-4c8b-a593-6fd3a68eebaf,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/auditService.js,130,Remove the declaration of the unused 'alreadyLockedCount' variable.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
02d94e72-bd3f-499a-83eb-45298a18fe71,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/importStatusService.js,14,Remove this unused import of 'STATUS_LABELS'.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
e0ab4082-6211-49e0-b84f-8a1663e384a0,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/leagueImportService.js,193,Handle this exception or don't catch it at all.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
402151f6-b39f-45c8-ae8a-0b7ac97c813f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,165,"Remove this useless assignment to variable ""results"".",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
92c51b47-5872-4550-9e28-62a90f9cd542,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,165,Remove the declaration of the unused 'results' variable.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
71da20de-aa7a-4ca8-90ae-dfe1f284a53a,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,256,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
c0df37f8-f492-42f2-9208-ab0a3cc72ce7,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,259,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
5c50e688-52d8-42f6-bde9-862459baabcd,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,266,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
25a5582d-778a-4ff4-9973-ae44b3332c3f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,315,This statement will not be executed conditionally; only the first statement will be. The rest will execute unconditionally.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
ab7b3375-a453-4696-bc43-1129f6f4b63f,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/quantService.js,51,Don't use a zero fraction in the number.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
4c44a9ae-9051-4aa8-88c0-d7e288bc3a1e,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/quantService.js,73,Don't use a zero fraction in the number.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
5a4f8417-1f08-481b-931c-b17bca5e48a8,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/tacticalStatsService.js,43,Unexpected negated condition.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
b5b724ea-77ef-40c6-b196-30aedc509358,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/tacticalStatsService.js,110,Do not use an object literal as default for parameter `options`.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
5bed99d2-a82e-4ebc-addc-499df2382571,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/tacticalStatsService.js,130,Expected a `for-of` loop instead of a `for` loop with this simple iteration.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
f5c4a92e-2619-4f8c-a9a0-8e9a921695f0,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/SquadExplorer.jsx,121,"Use <input type=""button"">, <input type=""image"">, <input type=""reset"">, <input type=""submit"">, or <button> instead of the ""button"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
b6892692-8b5f-4d79-a470-ce25171dc360,CRITICAL,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx,27,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
650d1c3d-c97e-4502-8d85-a14e1aa9a0c7,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx,28,"Use <img alt=...>, or <img alt=...> instead of the ""img"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
6ed3b326-0b9b-46ba-b770-6225a9f989b0,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx,43,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
d1a9e92d-defa-4ac3-90a1-0ec0ed29b55c,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx,43,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
552d335c-1a02-434d-b606-b18dcca34db7,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx,44,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
6de9fea4-7843-4df2-b89d-0674e38315b6,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx,44,Extract this nested ternary operation into an independent statement.,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
1785530a-50b2-47f9-bbbd-c64919726a94,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/submodules/MLModelFactory.jsx,21,'setSearchTerm' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
54e13849-4f68-4e41-b177-971558b2e2b8,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/submodules/MLModelFactory.jsx,21,'columns' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
65b3269e-4422-4c5b-bf13-9240a8b8b335,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/submodules/MLModelFactory.jsx,21,'filteredLeagues' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
6817e33e-a894-4d26-a170-acc050040106,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/submodules/MLModelFactory.jsx,21,'loading' is missing in props validation,OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
